-1 -0.0060899188 -1 -0.0060899188
-0.9900000095 -0.0060921032 -0.9900000095 -0.0060921032
-0.9800000191 -0.0060758321 -0.9800000191 -0.0060758321
-0.9700000286 -0.0060699182 -0.9700000286 -0.0060699182
-0.9599999785 -0.0060872519 -0.9599999785 -0.0060872519
-0.9499999881 -0.0060993931 -0.9499999881 -0.0060993931
-0.9399999976 -0.0061056749 -0.9399999976 -0.0061056749
-0.9300000072 -0.0061146519 -0.9300000072 -0.0061146519
-0.9200000167 -0.0061068018 -0.9200000167 -0.0061068018
-0.9100000262 -0.0060909688 -0.9100000262 -0.0060909688
-0.8999999762 -0.006103545 -0.8999999762 -0.006103545
-0.8899999857 -0.0060961479 -0.8899999857 -0.0060961479
-0.8799999952 -0.0060858629 -0.8799999952 -0.0060858629
-0.8700000048 -0.006095733 -0.8700000048 -0.006095733
-0.8600000143 -0.0061074118 -0.8600000143 -0.0061074118
-0.8500000238 -0.0061246529 -0.8500000238 -0.0061246529
-0.8399999738 -0.0061301552 -0.8399999738 -0.0061301552
-0.8299999833 -0.0061330022 -0.8299999833 -0.0061330022
-0.8199999928 -0.0061160279 -0.8199999928 -0.0061160279
-0.8100000024 -0.0061168112 -0.8100000024 -0.0061168112
-0.8000000119 -0.006117892 -0.8000000119 -0.006117892
-0.7900000215 -0.00610307 -0.7900000215 -0.00610307
-0.7799999714 -0.0061018881 -0.7799999714 -0.0061018881
-0.7699999809 -0.0061048619 -0.7699999809 -0.0061048619
-0.7599999905 -0.0061193909 -0.7599999905 -0.0061193909
-0.75 -0.0061268001 -0.75 -0.0061268001
-0.7400000095 -0.006127466 -0.7400000095 -0.006127466
-0.7300000191 -0.0061137318 -0.7300000191 -0.0061137318
-0.7200000286 -0.0060962839 -0.7200000286 -0.0060962839
-0.7099999785 -0.0061002281 -0.7099999785 -0.0061002281
-0.6999999881 -0.0060941409 -0.6999999881 -0.0060941409
-0.6899999976 -0.006076925 -0.6899999976 -0.006076925
-0.6800000072 -0.0060792342 -0.6800000072 -0.0060792342
-0.6700000167 -0.0060948771 -0.6700000167 -0.0060948771
-0.6600000262 -0.0061038621 -0.6600000262 -0.0061038621
-0.6499999762 -0.0061190398 -0.6499999762 -0.0061190398
-0.6399999857 -0.00612021 -0.6399999857 -0.00612021
-0.6299999952 -0.0061057182 -0.6299999952 -0.0061057182
-0.6200000048 -0.0061020791 -0.6200000048 -0.0061020791
-0.6100000143 -0.0061026802 -0.6100000143 -0.0061026802
-0.6000000238 -0.006086885 -0.6000000238 -0.006086885
-0.5899999738 -0.0060881712 -0.5899999738 -0.0060881712
-0.5799999833 -0.006096039 -0.5799999833 -0.006096039
-0.5699999928 -0.006112495 -0.5699999928 -0.006112495
-0.5600000024 -0.0061254739 -0.5600000024 -0.0061254739
-0.5500000119 -0.006131669 -0.5500000119 -0.006131669
-0.5400000215 -0.006123323 -0.5400000215 -0.006123323
-0.5299999714 -0.0061006169 -0.5299999714 -0.0061006169
-0.5199999809 -0.0061086952 -0.5199999809 -0.0061086952
-0.5099999905 -0.0061019352 -0.5099999905 -0.0061019352
-0.5 -0.006083678 -0.5 -0.006083678
-0.4900000095 -0.0060887518 -0.4900000095 -0.0060887518
-0.4799999893 -0.0060894722 -0.4799999893 -0.0060894722
-0.4699999988 -0.0061005019 -0.4699999988 -0.0061005019
-0.4600000083 -0.0061020702 -0.4600000083 -0.0061020702
-0.4499999881 -0.0060942252 -0.4499999881 -0.0060942252
-0.4399999976 -0.0060823509 -0.4399999976 -0.0060823509
-0.4300000072 -0.006073202 -0.4300000072 -0.006073202
-0.4199999869 -0.0060673431 -0.4199999869 -0.0060673431
-0.4099999964 -0.0060594771 -0.4099999964 -0.0060594771
