-0.400000006 -0.006053254 -0.400000006 -0.006053254
-0.3899999857 -0.0060617472 -0.3899999857 -0.0060617472
-0.3799999952 -0.0060797799 -0.3799999952 -0.0060797799
-0.3700000048 -0.0060879011 -0.3700000048 -0.0060879011
-0.3600000143 -0.006100799 -0.3600000143 -0.006100799
-0.349999994 -0.006093089 -0.349999994 -0.006093089
-0.3400000036 -0.006075121 -0.3400000036 -0.006075121
-0.3300000131 -0.0060899421 -0.3300000131 -0.0060899421
-0.3199999928 -0.0060835462 -0.3199999928 -0.0060835462
-0.3100000024 -0.006064489 -0.3100000024 -0.006064489
-0.3000000119 -0.0060747261 -0.3000000119 -0.0060747261
-0.2899999917 -0.0060845842 -0.2899999917 -0.0060845842
-0.2800000012 -0.0060959752 -0.2800000012 -0.0060959752
-0.2700000107 -0.0061063869 -0.2700000107 -0.0061063869
-0.2599999905 -0.0061129192 -0.2599999905 -0.0061129192
-0.25 -0.006095855 -0.25 -0.006095855
-0.2399999946 -0.0060904422 -0.2399999946 -0.0060904422
-0.2300000042 -0.0060966611 -0.2300000042 -0.0060966611
-0.2199999988 -0.0060717152 -0.2199999988 -0.0060717152
-0.2099999934 -0.0060730791 -0.2099999934 -0.0060730791
-0.200000003 -0.006083596 -0.200000003 -0.006083596
-0.1899999976 -0.006078857 -0.1899999976 -0.006078857
-0.1800000072 -0.006095212 -0.1800000072 -0.006095212
-0.1700000018 -0.0060978001 -0.1700000018 -0.0060978001
-0.1599999964 -0.0060771359 -0.1599999964 -0.0060771359
-0.150000006 -0.0060589639 -0.150000006 -0.0060589639
-0.1400000006 -0.0060686599 -0.1400000006 -0.0060686599
-0.1299999952 -0.0060626841 -0.1299999952 -0.0060626841
-0.1199999973 -0.006043015 -0.1199999973 -0.006043015
-0.1099999994 -0.0060511739 -0.1099999994 -0.0060511739
-0.1000000015 -0.0060617011 -0.1000000015 -0.0060617011
-0.0900000036 -0.0060731159 -0.0900000036 -0.0060731159
-0.0799999982 -0.0060821702 -0.0799999982 -0.0060821702
-0.0700000003 -0.0060861981 -0.0700000003 -0.0060861981
-0.0599999987 -0.0060736882 -0.0599999987 -0.0060736882
-0.0500000007 -0.0060655 -0.0500000007 -0.0060655
-0.0399999991 -0.0060715489 -0.0399999991 -0.0060715489
-0.0299999993 -0.0060569518 -0.0299999993 -0.0060569518
-0.0199999996 -0.0060562999 -0.0199999996 -0.0060562999
-0.0099999998 -0.0060630678 -0.0099999998 -0.0060630678
0 -0.0060768812 0 -0.0060768812
0.0099999998 -0.0060789329 0.0099999998 -0.0060789329
0.0199999996 -0.0060856682 0.0199999996 -0.0060856682
0.0299999993 -0.0060816258 0.0299999993 -0.0060816258
0.0399999991 -0.0060665128 0.0399999991 -0.0060665128
0.0500000007 -0.006058231 0.0500000007 -0.006058231
0.0599999987 -0.006055987 0.0599999987 -0.006055987
0.0700000003 -0.0060332888 0.0700000003 -0.0060332888
0.0799999982 -0.006027421 0.0799999982 -0.006027421
0.0900000036 -0.006029204 0.0900000036 -0.006029204
0.1000000015 -0.0060303612 0.1000000015 -0.0060303612
0.1099999994 -0.0060399012 0.1099999994 -0.0060399012
0.1199999973 -0.0060480391 0.1199999973 -0.0060480391
0.1299999952 -0.0060288529 0.1299999952 -0.0060288529
0.1400000006 -0.0060077701 0.1400000006 -0.0060077701
0.150000006 -0.006022396 0.150000006 -0.006022396
0.1599999964 -0.0060060392 0.1599999964 -0.0060060392
0.1700000018 -0.0059923511 0.1700000018 -0.0059923511
0.1800000072 -0.0060026241 0.1800000072 -0.0060026241
0.1899999976 -0.0060016778 0.1899999976 -0.0060016778
0.200000003 -0.006017203 0.200000003 -0.006017203
0.2099999934 -0.0060236682 0.2099999934 -0.0060236682
0.2199999988 -0.0060175052 0.2199999988 -0.0060175052
0.2300000042 -0.0060092788 0.2300000042 -0.0060092788
0.2399999946 -0.0059950282 0.2399999946 -0.0059950282
0.25 -0.0059906999 0.25 -0.0059906999
0.2599999905 -0.0059845061 0.2599999905 -0.0059845061
0.2700000107 -0.0059634652 0.2700000107 -0.0059634652
0.2800000012 -0.0059623551 0.2800000012 -0.0059623551
0.2899999917 -0.0059693102 0.2899999917 -0.0059693102
0.3000000119 -0.0059653758 0.3000000119 -0.0059653758
0.3100000024 -0.005963909 0.3100000024 -0.005963909
0.3199999928 -0.0059449021 0.3199999928 -0.0059449021
0.3300000131 -0.0059096492 0.3300000131 -0.0059096492
0.3400000036 -0.005900152 0.3400000036 -0.005900152
0.349999994 -0.0058768359 0.349999994 -0.0058768359
0.3600000143 -0.005840383 0.3600000143 -0.005840383
0.3700000048 -0.005819974 0.3700000048 -0.005819974
0.3799999952 -0.0058064712 0.3799999952 -0.0058064712
0.3899999857 -0.0057906741 0.3899999857 -0.0057906741
0.400000006 -0.005777176 0.400000006 -0.005777176
0.4099999964 -0.0057537188 0.4099999964 -0.0057537188
0.4199999869 -0.0057155369 0.4199999869 -0.0057155369
0.4300000072 -0.0056654378 0.4300000072 -0.0056654378
0.4399999976 -0.0056405938 0.4399999976 -0.0056405938
0.4499999881 -0.0055926251 0.4499999881 -0.0055926251
0.4600000083 -0.0055428371 0.4600000083 -0.0055428371
0.4699999988 -0.005505878 0.4699999988 -0.005505878
0.4799999893 -0.0054635019 0.4799999893 -0.0054635019
0.4900000095 -0.005421292 0.4900000095 -0.005421292
0.5 -0.0053659682 0.5 -0.0053659682
0.5099999905 -0.0052939388 0.5099999905 -0.0052939388
0.5199999809 -0.0051990412 0.5199999809 -0.0051990412
0.5299999714 -0.0051168371 0.5299999714 -0.0051168371
0.5400000215 -0.005007721 0.5400000215 -0.005007721
0.5500000119 -0.004878595 0.5500000119 -0.004878595
0.5600000024 -0.0047431621 0.5600000024 -0.0047431621
0.5699999928 -0.0045883381 0.5699999928 -0.0045883381
0.5799999833 -0.0044084499 0.5799999833 -0.0044084499
0.5899999738 -0.004192167 0.5899999738 -0.004192167
0.6000000238 -0.003939264 0.6000000238 -0.003939264
0.6100000143 -0.003631505 0.6100000143 -0.003631505
0.6200000048 -0.0032817109 0.6200000048 -0.0032817109
0.6299999952 -0.002896135 0.6299999952 -0.002896135
0.6399999857 -0.00245671 0.6399999857 -0.00245671
0.6499999762 -0.0019689749 0.6499999762 -0.0019689749
0.6600000262 -0.0014391789 0.6600000262 -0.0014391789
0.6700000167 -0.0008538831 0.6700000167 -0.0008538831
0.6800000072 -0.0002632601 0.6800000072 -0.0002632601
0.6899999976 0.0003326546 0.6899999976 0.0003326546
0.6999999881 0.001030581 0.6999999881 0.001030581
0.7099999785 0.001801752 0.7099999785 0.001801752
0.7200000286 0.0025890949 0.7200000286 0.0025890949
0.7300000191 0.0033989521 0.7300000191 0.0033989521
0.7400000095 0.0042308401 0.7400000095 0.0042308401
0.75 0.0050949669 0.75 0.0050949669
0.7599999905 0.0059800399 0.7599999905 0.0059800399
0.7699999809 0.006884139 0.7699999809 0.006884139
0.7799999714 0.0078148264 0.7799999714 0.0078148264
0.7900000215 0.0087606404 0.7900000215 0.0087606404
0.8000000119 0.0097221844 0.8000000119 0.0097221844
0.8100000024 0.0101479003 0.8100000024 0.0101479003
0.8199999928 0.0111045698 0.8199999928 0.0111045698
0.8299999833 0.0120641403 0.8299999833 0.0120641403
0.8399999738 0.0130422097 0.8399999738 0.0130422097
0.8500000238 0.0140271299 0.8500000238 0.0140271299
0.8600000143 0.0150251398 0.8600000143 0.0150251398
0.8700000048 0.0160341207 0.8700000048 0.0160341207
0.8799999952 0.0170459393 0.8799999952 0.0170459393
0.8899999857 0.0180722494 0.8899999857 0.0180722494
0.8999999762 0.0191033892 0.8999999762 0.0191033892
0.9100000262 0.02014561 0.9100000262 0.02014561
0.9200000167 0.0211912394 0.9200000167 0.0211912394
0.9300000072 0.0222319402 0.9300000072 0.0222319402
0.9399999976 0.0232972894 0.9399999976 0.0232972894
0.9499999881 0.0243622996 0.9499999881 0.0243622996
0.9599999785 0.0254286509 0.9599999785 0.0254286509
0.9700000286 0.0265090298 0.9700000286 0.0265090298
0.9800000191 0.0276027098 0.9800000191 0.0276027098
0.9900000095 0.0286955405 0.9900000095 0.0286955405
1 0.0298016705 1 0.0298016705
